ID,Activity Type ID,Activity Type,Started,Finished,Updated,Subject
1160424,2807,2 (FACING camera) both hands SHAKING (sitting position),2024/09/10 5:55,2024/09/10 5:55,2024/09/10 5:55,U6
1160425,2808,3 Stand up from chair - both hands with SHAKING,2024/09/10 5:55,2024/09/10 5:56,2024/09/10 5:56,U6
1160426,2808,3 Stand up from chair - both hands with SHAKING,2024/09/10 5:56,2024/09/10 5:56,2024/09/10 5:56,U6
1160427,2808,3 Stand up from chair - both hands with SHAKING,2024/09/10 5:56,2024/09/10 5:56,2024/09/10 5:56,U6
1160428,2809,4 (Sideway) Sit & stand,2024/09/10 5:56,2024/09/10 5:57,2024/09/10 5:57,U6
1160429,2809,4 (Sideway) Sit & stand,2024/09/10 5:57,2024/09/10 5:57,2024/09/10 5:57,U6
1160430,2809,4 (Sideway) Sit & stand,2024/09/10 5:57,2024/09/10 5:57,2024/09/10 5:57,U6
1160431,2810,5 (Sideway) both hands SHAKING (sitting),2024/09/10 5:57,2024/09/10 5:57,2024/09/10 5:57,U6
1160432,2810,5 (Sideway) both hands SHAKING (sitting),2024/09/10 5:57,2024/09/10 5:57,2024/09/10 5:58,U6
1160433,2810,5 (Sideway) both hands SHAKING (sitting),2024/09/10 5:57,2024/09/10 5:57,2024/09/10 5:58,U6
