ID,Activity Type ID,Activity Type,Started,Finished,Updated,Subject
1137342,2810,5 (Sideway) both hands SHAKING (sitting),2024/09/03 21:40,2024/09/03 21:40,2024/09/03 21:44,U2
1137343,2810,5 (Sideway) both hands SHAKING (sitting),2024/09/03 21:40,2024/09/03 21:40,2024/09/03 21:44,U2
1137344,2810,5 (Sideway) both hands SHAKING (sitting),2024/09/03 21:40,2024/09/03 21:41,2024/09/03 21:44,U2
1137345,2812,7 Cool down - sitting/relax,2024/09/03 21:41,2024/09/03 21:41,2024/09/03 21:41,U2
1137346,2813,8 Walk (LEFT --> Right --> Left),2024/09/03 21:41,2024/09/03 21:41,2024/09/03 21:41,U2
1137347,2813,8 Walk (LEFT --> Right --> Left),2024/09/03 21:41,2024/09/03 21:41,2024/09/03 21:42,U2
1137348,2813,8 Walk (LEFT --> Right --> Left),2024/09/03 21:41,2024/09/03 21:42,2024/09/03 21:42,U2
1137349,2814,"9 Walk & STOP/frozen, full body shaking, rotate then return back",2024/09/03 21:42,2024/09/03 21:42,2024/09/03 21:42,U2
1137350,2814,"9 Walk & STOP/frozen, full body shaking, rotate then return back",2024/09/03 21:42,2024/09/03 21:43,2024/09/03 21:43,U2
1137351,2814,"9 Walk & STOP/frozen, full body shaking, rotate then return back",2024/09/03 21:43,2024/09/03 21:43,2024/09/03 21:43,U2
1137352,2815,"10 Slow walk (SHAKING hands/body, tiny step, head forward)",2024/09/03 21:43,2024/09/03 21:44,2024/09/03 21:44,U2
1137353,2815,"10 Slow walk (SHAKING hands/body, tiny step, head forward)",2024/09/03 21:44,2024/09/03 21:44,2024/09/03 21:44,U2
1137354,2815,"10 Slow walk (SHAKING hands/body, tiny step, head forward)",2024/09/03 21:44,2024/09/03 21:44,2024/09/03 21:45,U2
